time,x,y,vx,vy,heading,object_type,label
21,5029.894755713622,2475.0455792863054,3.8182433711142485,1.3609733567629891,0.33884909081807085,vehicle,3886
22,5030.291812153532,2475.1704876024633,3.9844694130832754,1.4032377500680742,0.3373046765409633,vehicle,3886
23,5030.701975547022,2475.298407812338,4.114491516656522,1.4347850845401948,0.3356895339954239,vehicle,3886
24,5031.1292868707915,2475.4326919566,4.241525504705176,1.479081608926893,0.33438183749223666,vehicle,3886
25,5031.5777551242245,2475.574817599735,4.37678240991524,1.5133939133754801,0.33305847906581637,vehicle,3886
26,5032.0448275570525,2475.720657500647,4.501630698254613,1.5521402733897502,0.33223993774539995,vehicle,3886
27,5032.523850444008,2475.868714793917,4.65573162139064,1.5983362721815413,0.33144912966496753,vehicle,3886
28,5033.016760090703,2476.0205118960416,4.816389744254437,1.6484639301030235,0.3307016496529877,vehicle,3886
29,5033.530509734003,2476.1799072793683,4.979066476433246,1.7036055118573148,0.33041716897286777,vehicle,3886
30,5034.064910822022,2476.346031902769,5.150349719475321,1.752698912679197,0.3300868965379616,vehicle,3886
31,5034.62594891368,2476.5239590192664,5.35206760638762,1.8180966811101857,0.3292221064752247,vehicle,3886
32,5035.197436507881,2476.702375527636,5.575479667201599,1.9070790194509717,0.328110470569841,vehicle,3886
33,5035.7819275724505,2476.8859056982965,5.764909622647552,1.9603377957862753,0.3268239651197495,vehicle,3886
34,5036.3829762280175,2477.0710942332535,5.931868151819327,2.0134026625802917,0.32544419989220524,vehicle,3886
35,5037.004710010142,2477.261594461481,6.060629250959827,2.040903720186312,0.3238608180395531,vehicle,3886
36,5037.640494070374,2477.456689011094,6.215255487902807,2.0728645388767575,0.32154294128104166,vehicle,3886
37,5038.2931206273,2477.6547778482977,6.375819152860335,2.109781144940988,0.31892482610230477,vehicle,3886
38,5038.963382833876,2477.8596743734392,6.513772760618418,2.131422674261577,0.3160077489545237,vehicle,3886
39,5039.652381059916,2478.070205856655,6.655287333660276,2.161801285897947,0.3129441565720698,vehicle,3886
40,5040.359208702403,2478.285273215988,6.822762922972574,2.1982067309737863,0.30965607778402665,vehicle,3886
41,5041.09128406745,2478.502663466249,7.004954545130964,2.2331415388507385,0.30587096693264737,vehicle,3886
42,5041.8494190706615,2478.7277166291574,7.205202924953282,2.263017367292518,0.30176485479316756,vehicle,3886
43,5042.628736101306,2478.9539509495926,7.42406422542279,2.2995240508112995,0.29719087466080424,vehicle,3886
44,5043.422583749416,2479.175233600493,7.657735338814463,2.347449623575023,0.29188096947959236,vehicle,3886
45,5044.228465746926,2479.391574620339,7.895235815039655,2.3851510978613533,0.28553966485434373,vehicle,3886
46,5045.0511714315135,2479.606204410282,8.112493938648969,2.3943152691014795,0.2784832986595269,vehicle,3886
47,5045.892319235605,2479.8161222266226,8.331470751906474,2.397570174383769,0.27090749611138837,vehicle,3886
48,5046.744220402206,2480.015284361721,8.530806825901324,2.37950116178455,0.26167115956942705,vehicle,3886
49,5047.602075202275,2480.20554031061,8.712210743809049,2.3424768127221585,0.25153185785876514,vehicle,3886
1,5078.861034156093,2487.6388566409905,-9.908593854736889,4.384055648611095,2.759804952938119,bus,4257
2,5078.2955432728295,2487.823735950743,-9.947761073884699,4.160891026781976,2.768826549485376,bus,4257
3,5077.612672397194,2488.0366571097443,-9.9643993554626,3.98235993658732,2.7808026935582255,bus,4257
4,5076.814029494424,2488.2761978018907,-9.954696121584691,3.8734284260483016,2.794636918671343,bus,4257
5,5075.910500751923,2488.5347299782884,-9.944992887706782,3.7644969155092833,2.8102082572761096,bus,4257
6,5074.9150993841395,2488.802858064186,-9.940290963539871,3.456626256560975,2.826901825638352,bus,4257
7,5073.854195150067,2489.0743724523586,-9.98568155088459,3.220117403783801,2.844626167389628,bus,4257
8,5072.745128519284,2489.3422747398745,-10.021135364871967,3.099313586207736,2.8639450822030046,bus,4257
9,5071.619418067221,2489.594359969438,-10.056589178859342,2.978509768631671,2.8842037950508908,bus,4257
10,5070.509919473288,2489.819455416786,-10.148714422108853,2.7436917323877594,2.904017840152693,bus,4257
11,5069.45973408755,2490.004389505471,-10.220618567020788,2.3502035293311336,2.923882063906323,bus,4257
12,5068.420111753368,2490.176155215369,-10.254456979446816,2.2184350139474387,2.9418148553126167,bus,4257
13,5067.389565767091,2490.3319678063995,-10.249855068523633,2.1281898958618903,2.9622606397324405,bus,4257
14,5066.376955350366,2490.4686833506876,-10.245178327957335,2.037589855426159,2.982880855958212,bus,4257
15,5065.378440975477,2490.5906510678587,-10.218689086005003,1.7428155844561732,3.003132510924682,bus,4257
16,5064.3854233817265,2490.694933038538,-10.216442833128436,1.3406047735699829,3.0237542176293304,bus,4257
17,5063.3802107359825,2490.77622761956,-10.179188864081093,1.2379460942499207,3.0465274493836443,bus,4257
18,5062.3458077015675,2490.829390511579,-10.141862846961164,1.1351968479803576,3.0702111888433428,bus,4257
19,5061.293723169136,2490.8569654481475,-10.001596215955098,0.9028303602360687,3.094109333073936,bus,4257
20,5060.222709026337,2490.8596890500457,-9.858631311590067,0.6264988366805206,3.1178062634106287,bus,4257
21,5059.145137130298,2490.8338588178776,-9.80504511976916,0.36767224211625793,-3.1406745418501676,bus,4257
22,5058.055925844888,2490.783422689366,-9.751458927948253,0.1088456475519951,-3.1167597281790047,bus,4257
23,5056.957593314641,2490.704768138919,-9.918161315778173,-0.120772569606759,-3.0937781660145895,bus,4257
24,5055.850465571781,2490.60175003438,-10.219758038576325,-0.38970818779199157,-3.071750679329371,bus,4257
25,5054.739683937101,2490.4778832359834,-10.521387660558675,-0.6586382241153985,-3.0505084576542383,bus,4257
26,5053.627665147115,2490.3366958094125,-10.932824074193961,-0.9089378185773276,-3.030158186250098,bus,4257
27,5052.521378247752,2490.1758133342596,-11.4505098397432,-1.3409898397260205,-3.0110964982519324,bus,4257
28,5051.432791373705,2490.0011840218417,-11.518722363913017,-1.5183606145638266,-2.993881885877415,bus,4257
29,5050.367259536475,2489.81317327773,-11.427461136121888,-1.6684184490727803,-2.9774250395403876,bus,4257
30,5049.329741373091,2489.6153305819203,-11.260568148403975,-1.7772016604659229,-2.9636783008336285,bus,4257
31,5048.305183178012,2489.3989210189466,-11.079060726475007,-1.9166489268233755,-2.9471105400984356,bus,4257
32,5047.289749798258,2489.1621054927887,-10.881024998759885,-2.0778061065752764,-2.932712678434912,bus,4257
33,5046.269390240782,2488.905887215991,-10.687437240925469,-2.190015926884502,-2.9185931027749668,bus,4257
34,5045.229821641183,2488.623029042539,-10.490715562372449,-2.3130822772407598,-2.9048613638131,bus,4257
35,5044.162447912787,2488.3161266932375,-10.342078704831875,-2.4375728412669253,-2.8922524904153986,bus,4257
36,5043.080811609923,2487.98773224655,-10.223402231967416,-2.5456312239057155,-2.879624891329503,bus,4257
37,5042.004516457031,2487.6415550325814,-10.180168977875283,-2.6892898956389497,-2.8666756240127556,bus,4257
38,5040.932208739273,2487.2769917343485,-10.176338295376333,-2.829944659891772,-2.8522746533123504,bus,4257
39,5039.873394915149,2486.8973553626893,-10.196265743790438,-3.0072363096454016,-2.8371988305938016,bus,4257
40,5038.884099216726,2486.5350297537975,-10.231421209148635,-3.1687228450437104,-2.8228648819130058,bus,4257
41,5037.920716151137,2486.17411325901,-10.257963178353389,-3.308314757870537,-2.8097255825358585,bus,4257
42,5036.795447992787,2485.7416056465145,-10.279970653555278,-3.43801716667373,-2.7973918419884383,bus,4257
43,5035.605791183781,2485.2770967963124,-10.313353568113419,-3.5915706259809888,-2.787499026953782,bus,4257
44,5034.4540803686905,2484.814992459399,-10.33954996684063,-3.793537370470847,-2.7783531422383723,bus,4257
45,5033.33325385647,2484.3572563244293,-10.354393270291755,-3.9882280375695998,-2.769687331949994,bus,4257
46,5032.258963401029,2483.9162080403794,-10.38462768880456,-4.163165610407742,-2.7622424380929678,bus,4257
47,5031.210939574634,2483.4860669361033,-10.465864426223588,-4.285057447915794,-2.756003290521452,bus,4257
48,5030.170184254621,2483.0636569382623,-10.585914651523742,-4.359728161717188,-2.751716414473403,bus,4257
49,5029.115112858833,2482.641403471441,-10.443344285805024,-4.269046665348796,-2.748766263754457,bus,4257
0,5101.484802541439,2472.2348059444994,-5.989914097256526,3.9185898130057617,2.5642982847878946,vehicle,4287
1,5101.2509260225725,2472.381848702038,-5.989757937207633,3.918484268372037,2.564651525483068,vehicle,4287
2,5100.958092179846,2472.565358991702,-5.778690223140895,3.7758649809822775,2.5650598466643464,vehicle,4287
3,5100.605779940383,2472.786235827377,-5.568543724385125,3.6404359066982916,2.565678784164273,vehicle,4287
4,5100.2000977300595,2473.043119325988,-5.35856998658145,3.4911881581734354,2.566447243725091,vehicle,4287
5,5099.748019160053,2473.3299403672754,-5.145146058704495,3.3381490093891912,2.5672139606231004,vehicle,4287
6,5099.258221859951,2473.640606242129,-4.9434918689006215,3.207303357478241,2.5680604052014253,vehicle,4287
7,5098.745164415064,2473.9662561863956,-4.784674955384339,3.0927886267557114,2.5690192712576487,vehicle,4287
8,5098.22276631694,2474.2990313333858,-4.646572921863008,2.992703498621268,2.5698661106543357,vehicle,4287
9,5097.705276586037,2474.628728931604,-4.521582459531911,2.9032624202948463,2.5706350799181625,vehicle,4287
10,5097.212872106374,2474.9431048404326,-4.425468947822013,2.833697533569023,2.571404155754021,vehicle,4287
11,5096.764143086718,2475.229069456146,-4.359590975072634,2.785608714607674,2.571930061958345,vehicle,4287
12,5096.328669875505,2475.5081449726677,-4.281918899094233,2.7331271849009466,2.572345626799739,vehicle,4287
13,5095.907624166244,2475.776866514572,-4.188400588930451,2.6739554162650383,2.5725731777523118,vehicle,4287
14,5095.495724546306,2476.0417105680426,-4.080832030261118,2.6010932565678813,2.572780864969327,vehicle,4287
15,5095.09573928789,2476.2976897820304,-3.9631517353871786,2.531746058343259,2.5731153831751734,vehicle,4287
16,5094.7123869818715,2476.5417439485436,-3.8451654794782435,2.459291956089537,2.573292756922029,vehicle,4287
17,5094.338564998265,2476.780507359641,-3.7343306620022343,2.387930844454789,2.57358945664932,vehicle,4287
18,5093.973763020457,2477.0095508278464,-3.6227519636401837,2.3143836910312974,2.573748213097769,vehicle,4287
19,5093.621721211148,2477.229524265429,-3.507600444126509,2.2384222290384885,2.5737796856004973,vehicle,4287
20,5093.280156884392,2477.4423676712986,-3.390646713637442,2.1629636377920014,2.5737189709000323,vehicle,4287
21,5092.95022639124,2477.6491306070784,-3.270527690526771,2.08669833404247,2.5738027015693796,vehicle,4287
22,5092.633346155305,2477.850640270732,-3.1802940573805625,2.022378901311325,2.573838020524054,vehicle,4287
23,5092.33102667027,2478.0422320923644,-3.1143636284572893,1.9828704688244188,2.5737966883310963,vehicle,4287
24,5092.042950430983,2478.2246097777065,-3.048165584035315,1.943180642847218,2.5738520586140985,vehicle,4287
25,5091.766551908185,2478.3995284005487,-2.8582528548711537,1.8177189531362692,2.573975475835894,vehicle,4287
26,5091.50074074221,2478.5677778654117,-2.7551436865898826,1.7514429171691221,2.5740518865223394,vehicle,4287
27,5091.246499844712,2478.7284690403267,-2.647071844480701,1.6855640327291206,2.5743116085761746,vehicle,4287
28,5091.004650343752,2478.880637267549,-2.5394950112661148,1.6203059048697321,2.5747292738239134,vehicle,4287
29,5090.769813600493,2479.0266715518947,-2.425091111896828,1.5477368779897305,2.5751394408028516,vehicle,4287
30,5090.546679963477,2479.1661598996798,-2.313231082919026,1.4819477134643428,2.5757037146757753,vehicle,4287
31,5090.3346159499015,2479.2987364451924,-2.2003729237245673,1.4090789736297256,2.575611986935199,vehicle,4287
32,5090.127101497823,2479.4266669871413,-2.1518396384039584,1.372184628012176,2.576018309897409,vehicle,4287
33,5089.9293974099455,2479.5463249400927,-2.1033063530833496,1.3352902823946267,2.576740094044326,vehicle,4287
34,5089.734192115265,2479.6609649519714,-2.0213821559314926,1.2755526295714612,2.577821848928003,vehicle,4287
35,5089.5445118368725,2479.770969094365,-1.9393743066249831,1.2157633441553228,2.5790488532603124,vehicle,4287
36,5089.380511391145,2479.8624868289717,-1.8383533867045387,1.1515747590895353,2.580236122990796,vehicle,4287
37,5089.225873469008,2479.9475238511923,-1.7402544898150978,1.0955496752171279,2.581354879326656,vehicle,4287
38,5089.081365297068,2480.027063472835,-1.6388056078035012,1.0357924693393203,2.582496014232556,vehicle,4287
39,5088.953958875497,2480.098485703355,-1.5372525144234348,0.9731802729519201,2.583783792609541,vehicle,4287
40,5088.840659355127,2480.1628140698313,-1.4412788107242835,0.892742268738666,2.5842848540647663,vehicle,4287
41,5088.738021811165,2480.2161907301193,-1.2695099443265694,0.7679620833143679,2.5858005076358332,vehicle,4287
42,5088.642495710975,2480.265621582538,-1.1559045987939687,0.6967939056576107,2.5874644147331423,vehicle,4287
43,5088.552134136467,2480.3101029934205,-0.8570340449720395,0.5360805239023111,2.5891286055694662,vehicle,4287
44,5088.469339903159,2480.3495756931234,-0.6776937271152514,0.41193439298592666,2.5906879032986208,vehicle,4287
45,5088.392594470949,2480.3857084170254,-0.332057188969652,0.21008612288383446,2.5922653156385245,vehicle,4287
46,5088.31872158626,2480.4190888065045,-0.26611045429457103,0.1712624078345151,2.5939038186970307,vehicle,4287
47,5088.247757472368,2480.4484445535563,-0.20021135439580295,0.13237104236203717,2.5951431326533165,vehicle,4287
48,5088.182661690514,2480.4763861621636,-0.1476847691563284,0.07545228612979274,2.5962138051973427,vehicle,4287
49,5088.119834099773,2480.505213245915,-0.16387026487085687,0.035682885741924956,2.5971182620129962,vehicle,4287
17,5061.527363869674,2458.76356281796,0.005640785444672061,0.005709186479912589,0.7758305816223583,vehicle,4375
18,5061.730688132972,2458.930329629602,2.125702669161533,2.1515245550211577,0.7629440869689905,vehicle,4375
19,5061.993911255245,2459.14691440807,3.3024867522709656,3.402041964583823,0.7475459150139141,vehicle,4375
20,5062.320738967657,2459.414303549686,4.846944066252443,4.049985195145237,0.7295850444435107,vehicle,4375
21,5062.707680195552,2459.725329433739,5.046047622394137,4.133907731112774,0.7100393880264846,vehicle,4375
22,5063.153540792571,2460.077482227096,5.081345751674178,4.139925102527213,0.6893744300153221,vehicle,4375
23,5063.652542045069,2460.461991656133,5.110240504900763,4.112599712827009,0.667365298142363,vehicle,4375
24,5064.19037140185,2460.867000580659,5.165402912361367,4.051052836679376,0.6449318600126445,vehicle,4375
25,5064.753368614085,2461.279535395291,5.28558669584472,4.033851520981449,0.6231367370331952,vehicle,4375
26,5065.330922888868,2461.6882021905067,5.41852161524587,3.9768006757503986,0.6029747223923383,vehicle,4375
27,5065.908827095185,2462.0803711776407,5.556075520665429,3.9000146054599223,0.5853214033242807,vehicle,4375
28,5066.487315733117,2462.468215811508,5.687184173052005,3.814530202413938,0.5703911506558662,vehicle,4375
29,5067.043296740619,2462.8105481154507,5.716466337245841,3.6885767459924814,0.5590534065655254,vehicle,4375
30,5067.60350232878,2463.135533045621,5.737978256937999,3.5614969326354564,0.5402737258315996,vehicle,4375
31,5068.162610393429,2463.4474811450054,5.693191945143625,3.3949788950222026,0.5237531081334856,vehicle,4375
32,5068.722814668703,2463.742720645932,5.579586520881982,3.197142271601142,0.5075760896127435,vehicle,4375
33,5069.282121551254,2464.026792086792,5.483169145609843,3.0483842598321864,0.49201783882989447,vehicle,4375
34,5069.839750086873,2464.2975875389116,5.406148848924047,2.9075103865955954,0.47641924747924874,vehicle,4375
35,5070.406425921439,2464.563235628019,5.346981538265222,2.7832530051915993,0.46076700771400564,vehicle,4375
36,5070.965643615423,2464.82100779937,5.311369919244417,2.6729022234276774,0.4451384216700676,vehicle,4375
37,5071.527060434965,2465.070222103154,5.2927975500491335,2.562933257623849,0.4293174999404963,vehicle,4375
38,5072.089647197448,2465.312921515463,5.293537671400598,2.4614211945369733,0.4129573264370139,vehicle,4375
39,5072.652367879119,2465.5450106158137,5.31728586309562,2.3536642979584497,0.3965637951842613,vehicle,4375
40,5073.214824167346,2465.7688296796796,5.36938414751141,2.2563085869993458,0.3796734169964802,vehicle,4375
41,5073.773466124092,2465.9828267340663,5.408964627771051,2.171076560068307,0.36033322666966594,vehicle,4375
42,5074.323268275155,2466.1837367088006,5.433774969913343,2.103162098090299,0.342461404924484,vehicle,4375
43,5074.8644136789135,2466.3718988059163,5.47583696791203,2.027823337603811,0.3266723348730957,vehicle,4375
44,5075.403639011733,2466.552861129714,5.503818051352998,1.9326491558599537,0.3114681140956957,vehicle,4375
45,5075.939614232577,2466.7274865689706,5.52777111868367,1.824575556163787,0.29744262402872823,vehicle,4375
46,5076.466449582986,2466.8936984287066,5.547602457612446,1.7201931622796278,0.2851513168254453,vehicle,4375
47,5076.981377508965,2467.053821775671,5.5407147398557655,1.6209792364743438,0.2727210579343799,vehicle,4375
48,5077.48638742853,2467.2034350432286,5.491566947581085,1.5179948503693885,0.26183951562029584,vehicle,4375
49,5077.980527253342,2467.345698895133,5.406787612596109,1.4163176546664693,0.2526349513355581,vehicle,4375
0,5049.311523070392,2481.119134100365,0.004813415062017157,0.000785352262937522,0.15977088466793718,vehicle,AV
1,5049.60536025821,2481.164192164581,0.004813415062017157,0.000785352262937522,0.1559636843364046,vehicle,AV
2,5049.983067533674,2481.2201117521336,6.506525517279442,1.061231965782099,0.15112130533520346,vehicle,AV
3,5050.4450628718805,2481.286182223241,6.599950691188496,1.0089414941694486,0.14523392600294857,vehicle,AV
4,5050.9898309123355,2481.360950153764,6.8756207918431755,0.9804119652699228,0.13838365052040946,vehicle,AV
5,5051.610568038735,2481.4428881409463,6.95814929914377,0.9392640734495217,0.13062433962380626,vehicle,AV
6,5052.296930278162,2481.529774239082,7.155438932668403,0.8991462913263604,0.12210790486607985,vehicle,AV
7,5053.038365733406,2481.6189359230343,7.233690800685508,0.8489079317496362,0.11303772237714588,vehicle,AV
8,5053.818565121424,2481.7074007491537,7.256896605276779,0.7841068668631124,0.1036144770728976,vehicle,AV
9,5054.619763324737,2481.791693474799,7.624282833421603,0.767828405732871,0.09408030817469412,vehicle,AV
10,5055.419838869993,2481.868357901927,7.599150788691986,0.6960476245194513,0.08473491759581492,vehicle,AV
11,5056.194400458889,2481.9324712403723,7.793573083354204,0.6405257261758379,0.07584592880856168,vehicle,AV
12,5056.9807601432885,2481.9908446683994,7.902823807171444,0.5717428767957244,0.06691144599620666,vehicle,AV
13,5057.778413478278,2482.0428294447397,7.828716430667555,0.5363611660413881,0.057871030307680774,vehicle,AV
14,5058.587376924657,2482.0883515896744,8.006374486303685,0.4491249138209241,0.04872006961629107,vehicle,AV
15,5059.40696026338,2482.126968616111,8.308012199977384,0.38339544811606174,0.039388118884355165,vehicle,AV
16,5060.237474637063,2482.158265049931,8.24403689135579,0.31847000626385125,0.02984697815122612,vehicle,AV
17,5061.07929940678,2482.1817538939595,8.486359160269785,0.23463677413928963,0.020034266120206434,vehicle,AV
18,5061.929320217483,2482.196972106278,8.515986139173037,0.15858119188123965,0.00986679902600394,vehicle,AV
19,5062.791124978849,2482.2033914873655,8.664377145823892,0.014572002728527877,-0.000742546156122118,vehicle,AV
20,5063.661413518323,2482.2008278542226,8.664871206283351,0.014051572488824604,-0.01186355422354254,vehicle,AV
21,5064.54201989841,2482.188285409099,8.809295278742866,-0.1381656920102614,-0.023483602966799695,vehicle,AV
22,5065.432115286314,2482.164836320253,8.829248400807046,-0.2175720833656669,-0.035590013807030384,vehicle,AV
23,5066.330937965593,2482.129989989992,8.987428441278098,-0.3539832330034187,-0.04832723397650555,vehicle,AV
24,5067.235865616085,2482.0836083903255,9.082814438497735,-0.46766131321874127,-0.06173723690158217,vehicle,AV
25,5068.149893821385,2482.0242761199697,9.174702344080288,-0.5887807279395929,-0.07578048582236996,vehicle,AV
26,5069.070853820087,2481.9513535227366,9.106583550892537,-0.7184220587396339,-0.09050106254557033,vehicle,AV
27,5069.99964192348,2481.863826384041,9.395163253548162,-0.8871875362501669,-0.10594123343703667,vehicle,AV
28,5070.935976018206,2481.7606955557285,9.214657876291312,-1.0029672980999749,-0.12223472269449301,vehicle,AV
29,5071.876613641483,2481.64166819093,9.526194768395726,-1.2322531157587946,-0.13949736309003646,vehicle,AV
30,5072.822722784758,2481.5051761100935,9.415452383846059,-1.3675088456238882,-0.15775582300367452,vehicle,AV
31,5073.772486348758,2481.3502369652315,9.541946972758524,-1.5222022231591836,-0.17708123311384785,vehicle,AV
